topic,review_text
Customer Service Feedback,"zomato's service, customer care and the ability of taking responsibility for wrongly delivered or disappointing orders or grievances has been highly degraded. in the past few orders, zomato has proven itself incapable of delivering good quality food without grievances and that's a wide opinion of many people. i was always a zomato foodie but swiggy has changed my mind now"
Customer Service Feedback,excellent service provider till now my experience
Delivery Issues,good but scheduled later at morning  shocked me
Customer Service Feedback,fast delivery and easy to order food in comparison to other food delivery app
Delivery Issues,worst. now zomato is delivered multiple order same time and if your order is delivered in last there is lots of delay and if item is missing no refund is provided. and asking photo of missing item. how we can provide missing item photo. even not deserves one star.
Delivery Partner Feedback,third class service not delivered properly and drop messages not delivered because delivery partner not available i order 1 hrs before and wating the order ( service not good in gujrat)
Payment Feedback,poor service after order cancel payment not recieved
General Feedback,"best. appp nd there was a lot of offers ,. so i enjoy it too much...."
General Feedback,the love of my life
General Feedback,so good for night party
Delivery Feedback,very good options for snacks n lunch n dinner even traveling other states we get the best options delivery is within time with good delivery partners we can also book tables at our favourite restaurant
Customer Service Feedback,"totally unreliable off late. wasted my money over zomato pro plus. instant regret. if there was an option for less than a star, i would have given that"
Delivery Partner Feedback,love the last delivery partner he was very humble and very well in nature he has a humanity and such a kind nature
Feature Requests,give more coupons in ice creams
General Feedback,always happy with their service
Delivery Issues,"zomoto delivery is good ,but some restraunts take more times for food preparing."
Pricing Feedback,nice app but food becomes very costly. platform fee keeps increasing from rs 2 to now 10. food packaging charges are very high. ask restaurants to reduce packaging charges. if i order 4 dosa costs my 4 packing charges. ask them to accommodate the order in a single big container and reduce our packaging cost.!!!
General Feedback,zomato available it 1 am night time thanks zomato
