topic,review_text
Pricing Feedback,"biggest lootera, everything at higher price than any grocery platform"
App Performance,bad experience bxz my charger was not work properlyy
Delivery Issues,they don't deliver to my location. like whyyyyyy
General Feedback,very good i love blinkit own words.
General Feedback,i love this app i can use this app is my life is
General Feedback,blinkit is the best choice for purchasing grocery items
Pricing Feedback,app is very useful but taking extra charges for products.
General Feedback,best place to buy grocery and alot more. too many options that's the best part.
General Feedback,superb delivery and price ... next level
Food Quality,chhote packet me item uplabdh nhi karaye jate hain. bahut kam brand ke item rahte hain.
Payment Issues,"i have been cheated of a refund ..24 to date no refund of ,802 ..and they just keep sending automated emails which is very frustrating ...be careful of blinkt and their scamming delivery agents"
General Feedback,thanks to late night delivery best business
General Feedback,just a good and perfect app
General Feedback,superb service fast delivery  great job love it
Food Quality,this app is totally useless.today i have place soft drinks like sprite. but i have got normal temperature sprite.it's not cold.so i suggest everyone not to order from this app. and also the customer service isn't responding and service is too bad.
Delivery Issues,time jda lgta ho jo dekhta ha
General Feedback,so helpful and fast delivery
Payment Issues,making people fool whilst making final payment.
General Feedback,extremely happy to have it.
Delivery Issues,my order got delayed by 30 minutes. no intimation given. blinkit's support executive satakshi said she would call the driver but then simply cancelled my order without any explanation given.
General Feedback,best option for urgent party
Food Quality,one day i ordered ice cream & that was completely melted . they don't even use ice bags
General Feedback,delivery in just 5 to 6 minutes.
Pricing Feedback,this app is plundering the customers and making huge money.... in the gift section they write gift will be packaged but instead give a bag and no proper wrapping is available.... this act is pure robbery...... 30 rs per customer is making crores without any effort
Pricing Feedback,very helpful in the last moment but delivery charges are bit much
General Feedback,l just love this app one of the best online shopping app now shopping is very convenient for any time thank u
Delivery Issues,mostly delayed and not in 10 min as committed
General Feedback,it's help me in every situation. if i drink and eat r play.
