topic,review_text
Food Quality,yeh company india se band ho jaye toh he acha hai dharm bhast krne ke liye ayi hai yeh company logo ka veg ki jhga non veg food send krte hai or complaint kro toh inke support wale mail id dekr aapna phicha chudwate hai ...
Service Requests,nice app but need to bring update for resturant collaboration
Compliments,using swiggy since it started its services in my city rajkot. very happy till date.
App Performance,mja aa gya. map ka kya dikkat h bekar chal rha.
Food Quality,bahot achaa khana very tasty.....bahot fresh hai taste mein
Delivery Issues,"3rd class, poorest delivery app i have ever experienced. ai integration is senseless. taking triple the delivery time shown during order being placed."
Food Quality,swiggy is fooling the people. providing stale food. i have faced many time this issue without any resolution from swiggy
Delivery Issues,taking too much time to deliver from the same order from same restaurant compare tj other platforms that is zomato
Payment Issues,"i don't want to pay 35₹ rain fee even when the sky is clear as it gets ?? you don't even deliver food when it's raining ??? why am i always being charged a rain fee even though the sun is out and shining and burning the skin of anyone standing underneath it , why am i being charged 35₹ as rain fee ???"
Compliments,thank you so much for your great service
Service Requests,not having dark mode sucks big time come on swiggy!
Compliments,swiggy in the best 🧡🧡🧡
Policy Issues,these guys are so pathetic...they haven't given option to cancel the order on last window...where order is shown confirmed... this is some kind of sin mentally. they want every to be charged for cancellations.... cruel mentality....
Compliments,so sweet good job super swiggy
Policy Issues,"worst experience! i cancelled my ₹142 order within 1 minute and swiggy looted the entire amount! how can you charge 100% when nothing was prepared? this is not a cancellation policy, it's a scam. cod hota toh kuch bhi charge nahi hota. prepaid users are being looted. shame on swiggy for such pathetic, customer-cheating policies. never using this app again."
Delivery Issues,"order accepted by swiggy , money deducted however the delivery person called me to cancel the order as mitesh choudhary from ebowla mentioned that order has not been accepted by the restaurant. such a waste of my time as i have to reorder and wait again."
Delivery Quality,can increase the delivery performance
Policy Issues,"extremely disappointed with swiggy! i accidentally placed an order to the wrong address and tried to cancel within seconds, yet they charged 100% cancellation fees. this is completely unfair and feels like a scam. no restaurant starts cooking in 10 seconds! swiggy needs to seriously fix their system and cancellation policy. taking full payment without delivering anything is outright cheating. i've been a regular customer but this was a huge letdown."
